tekst,dimensioon,vastaja 1,vastaja 2,vastaja 3,vastaja 4,vastaja 5,vastaja 6,vastaja 7,vastaja 8,vastaja 9,vastaja 10,võrdlused
,interaktiivsus,1,2,1,2,2,1,1,1,,,www_unesco_ee.ela_630384.txt www_helen_ee.ela_520035.txt
,instrueerivus,1,1,3,,,,,,,,www_alphagis_ee.ela_403490.txt kalah_zzz_ee.ela_52237.txt
,keerukus,2,,,,,,,,,,kalah_zzz_ee.ela_52237.txt
,subjektiivsus,1,3,,,,,,,,,www_alphagis_ee.ela_403490.txt kalah_zzz_ee.ela_52237.txt
,spontaansus,1,,,,,,,,,,www_unesco_ee.ela_630384.txt
,impersonaalsus,2,,,,,,,,,,kalah_zzz_ee.ela_52237.txt
,argumentatiivsus,1,1,2,2,2,1,,,,,www_unesco_ee.ela_630384.txt kalah_zzz_ee.ela_52237.txt
www_helen_ee.ela_520035.txt,abstraktsus,2,,,,,,,,,,www_sirp_ee.ela_651305.txt
,infotihedus,1,3,3,3,2,2,2,1,,,www_sirp_ee.ela_651305.txt www_meiekirik_ee.ela_286284.txt
,aja olulisus,1,,,,,,,,,,www_meiekirik_ee.ela_286284.txt
,afektiivsus,2,3,,,,,,,,,www_delfi_ee.ela_361703.txt www_meiekirik_ee.ela_286284.txt
,formaalsus,1,1,,,,,,,,,www_delfi_ee.ela_361703.txt www_meiekirik_ee.ela_286284.txt
,interaktiivsus,2,3,,,,,,,,,www_delfi_ee.ela_361703.txt www_meiekirik_ee.ela_286284.txt
,instrueerivus,3,3,3,3,3,3,2,1,1,3,www_sirp_ee.ela_651305.txt uudised_err_ee.ela_541051.txt
,keerukus,,,,,,,,,,,
,subjektiivsus,1,1,2,1,1,2,,,,,www_sirp_ee.ela_651305.txt uudised_err_ee.ela_541051.txt
,spontaansus,1,1,2,,,,,,,,uudised_err_ee.ela_541051.txt
,impersonaalsus,2,3,2,1,2,3,3,,,,uudised_err_ee.ela_541051.txt www_delfi_ee.ela_361703.txt
,argumentatiivsus,2,1,,,,,,,,,www_delfi_ee.ela_361703.txt
arvamusaed_ee.ela_274676.txt,abstraktsus,2,1,1,2,2,2,2,,,,uudised_err_ee.ela_541051.txt www_ekspress_ee.ela_495829.txt
,infotihedus,1,,,,,,,,,,uudised_err_ee.ela_541051.txt
,aja olulisus,,,,,,,,,,,
,afektiivsus,2,2,1,2,3,2,3,,,,uudised_err_ee.ela_541051.txt sport_autonet_ee.ela_515760.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,2,2,1,2,1,,,,,,uudised_err_ee.ela_541051.txt sport_autonet_ee.ela_515760.txt
,instrueerivus,1,1,2,,,,,,,,www_ekspress_ee.ela_495829.txt www_kohus_ee.ela_34731.txt
,keerukus,,,,,,,,,,,
,subjektiivsus,3,3,2,2,2,2,2,2,,,www_ekspress_ee.ela_495829.txt www_kohus_ee.ela_34731.txt
,spontaansus,1,1,1,1,2,1,,,,,www_kohus_ee.ela_34731.txt sport_autonet_ee.ela_515760.txt
,impersonaalsus,2,,,,,,,,,,sport_autonet_ee.ela_515760.txt
,argumentatiivsus,2,2,1,2,1,2,2,2,1,,www_kohus_ee.ela_34731.txt sport_autonet_ee.ela_515760.txt
uudised_err_ee.ela_541051.txt,abstraktsus,1,1,2,,,,,,,,arvamusaed_ee.ela_274676.txt www_hambaarst_ee.ela_423040.txt
,infotihedus,1,2,2,2,,,,,,,arvamusaed_ee.ela_274676.txt
,aja olulisus,1,,,,,,,,,,arvamusaed_ee.ela_274676.txt
,afektiivsus,1,2,3,,,,,,,,arvamusaed_ee.ela_274676.txt
,formaalsus,2,2,1,1,,,,,,,arvamusaed_ee.ela_274676.txt www_med24_ee.ela_557549.txt
,interaktiivsus,1,1,1,,,,,,,,arvamusaed_ee.ela_274676.txt www_med24_ee.ela_557549.txt
,instrueerivus,,,,,,,,,,,
,keerukus,3,,,,,,,,,,www_helen_ee.ela_520035.txt
,subjektiivsus,2,1,2,1,3,,,,,,www_hambaarst_ee.ela_423040.txt www_helen_ee.ela_520035.txt
,spontaansus,,,,,,,,,,,
,impersonaalsus,2,2,3,,,,,,,,www_helen_ee.ela_520035.txt www_med24_ee.ela_557549.txt
,argumentatiivsus,2,1,2,2,1,2,2,3,,,www_helen_ee.ela_520035.txt www_med24_ee.ela_557549.txt
kalah_zzz_ee.ela_73709.txt,abstraktsus,1,2,1,2,3,2,2,,,,rahvahaal_delfi_ee.ela_388979.txt www_mod_gov_ee.ela_178680.txt
,infotihedus,2,2,1,2,,,,,,,rahvahaal_delfi_ee.ela_388979.txt www_mod_gov_ee.ela_178680.txt
,aja olulisus,,,,,,,,,,,
,afektiivsus,2,3,2,3,3,3,3,,,,www_ekspress_ee.ela_495829.txt www_mod_gov_ee.ela_178680.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,1,2,,,,,,,,,www_mod_gov_ee.ela_178680.txt
,instrueerivus,1,1,1,2,,,,,,,www_vorumaateataja_ee.ela_241120.txt rahvahaal_delfi_ee.ela_388979.txt
,keerukus,1,1,3,2,3,2,,,,,www_vorumaateataja_ee.ela_241120.txt rahvahaal_delfi_ee.ela_388979.txt
,subjektiivsus,3,3,3,3,3,3,2,3,3,,www_vorumaateataja_ee.ela_241120.txt rahvahaal_delfi_ee.ela_388979.txt
,spontaansus,2,3,1,3,3,,,,,,www_vorumaateataja_ee.ela_241120.txt
,impersonaalsus,3,2,2,1,,,,,,,www_ekspress_ee.ela_495829.txt www_vorumaateataja_ee.ela_241120.txt
,argumentatiivsus,2,1,2,2,2,2,1,2,3,,www_ekspress_ee.ela_495829.txt www_vorumaateataja_ee.ela_241120.txt
www_mod_gov_ee.ela_178680.txt,abstraktsus,,,,,,,,,,,
,infotihedus,2,3,2,2,,,,,,,kalah_zzz_ee.ela_73709.txt www_tootukassa_ee.ela_395777.txt
,aja olulisus,1,2,1,1,1,2,2,,,,kalah_zzz_ee.ela_73709.txt www_tootukassa_ee.ela_395777.txt
,afektiivsus,1,,,,,,,,,,www_vsport_ee.ela_120496.txt
,formaalsus,1,2,2,3,3,3,1,3,3,,kalah_zzz_ee.ela_73709.txt www_vsport_ee.ela_120496.txt
,interaktiivsus,2,,,,,,,,,,www_vsport_ee.ela_120496.txt
,instrueerivus,1,3,,,,,,,,,www_hambaarst_ee.ela_475731.txt
,keerukus,2,1,1,2,,,,,,,www_hambaarst_ee.ela_475731.txt www_tootukassa_ee.ela_395777.txt
,subjektiivsus,2,1,,,,,,,,,www_hambaarst_ee.ela_475731.txt
,spontaansus,,,,,,,,,,,
,impersonaalsus,1,3,2,2,3,,,,,,www_hambaarst_ee.ela_475731.txt www_vsport_ee.ela_120496.txt
,argumentatiivsus,2,3,3,3,2,3,3,1,3,3,www_hambaarst_ee.ela_475731.txt www_vsport_ee.ela_120496.txt
no_spam_ee.ela_2227.txt,abstraktsus,2,1,2,,,,,,,,www_ajakiri_ut_ee.ela_429007.txt www_lemmik_ee.ela_519214.txt
,infotihedus,3,3,3,2,3,2,2,1,2,3,www_ajakiri_ut_ee.ela_429007.txt www_lemmik_ee.ela_519214.txt
,aja olulisus,1,1,2,1,,,,,,,www_ajakiri_ut_ee.ela_429007.txt www_lemmik_ee.ela_519214.txt
,afektiivsus,1,,,,,,,,,,www_ajakiri_ut_ee.ela_429007.txt
,formaalsus,2,3,3,3,3,3,3,3,3,3,www_sirp_ee.ela_651305.txt www_ajakiri_ut_ee.ela_429007.txt
,interaktiivsus,1,1,2,2,1,,,,,,www_sirp_ee.ela_651305.txt www_ajakiri_ut_ee.ela_429007.txt
,instrueerivus,1,2,3,2,1,1,1,3,,,www_europarl_ee.ela_36110.txt www_lemmik_ee.ela_519214.txt
,keerukus,2,3,2,1,2,2,1,2,2,,www_europarl_ee.ela_36110.txt www_lemmik_ee.ela_519214.txt
,subjektiivsus,,,,,,,,,,,
,spontaansus,,,,,,,,,,,
,impersonaalsus,1,3,2,2,2,2,,,,,www_sirp_ee.ela_651305.txt www_europarl_ee.ela_36110.txt
,argumentatiivsus,2,2,3,3,3,3,3,2,2,,www_sirp_ee.ela_651305.txt www_europarl_ee.ela_36110.txt
www_lillelapsed_ee.ela_607751.txt,abstraktsus,1,1,2,,,,,,,,valitsus_ee.ela_132104.txt kaja_ekstreem_ee.ela_71641.txt
,infotihedus,2,,,,,,,,,,valitsus_ee.ela_132104.txt
,aja olulisus,1,2,2,2,1,,,,,,valitsus_ee.ela_132104.txt
,afektiivsus,1,1,3,1,,,,,,,valitsus_ee.ela_132104.txt www_easl_ee.ela_201171.txt
,formaalsus,1,,,,,,,,,,www_easl_ee.ela_201171.txt
,interaktiivsus,1,3,3,3,3,1,,,,,valitsus_ee.ela_132104.txt www_easl_ee.ela_201171.txt
,instrueerivus,3,3,3,3,3,3,3,1,3,2,www_auto24_ee.ela_469677.txt kaja_ekstreem_ee.ela_71641.txt
,keerukus,,,,,,,,,,,
,subjektiivsus,2,,,,,,,,,,kaja_ekstreem_ee.ela_71641.txt
,spontaansus,1,1,1,1,,,,,,,www_easl_ee.ela_201171.txt
,impersonaalsus,3,2,3,,,,,,,,www_auto24_ee.ela_469677.txt www_easl_ee.ela_201171.txt
,argumentatiivsus,2,2,1,2,2,3,,,,,www_auto24_ee.ela_469677.txt www_easl_ee.ela_201171.txt
valitsus_ee.ela_132104.txt,abstraktsus,2,2,2,,,,,,,,www_vsport_ee.ela_120496.txt www_lillelapsed_ee.ela_607751.txt
,infotihedus,3,3,3,3,2,,,,,,www_vsport_ee.ela_120496.txt www_lillelapsed_ee.ela_607751.txt
,aja olulisus,,,,,,,,,,,
,afektiivsus,,,,,,,,,,,
,formaalsus,2,2,3,3,2,2,3,2,3,2,unitedkiters_ee.ela_78733.txt www_lillelapsed_ee.ela_607751.txt
,interaktiivsus,,,,,,,,,,,
,instrueerivus,1,2,1,2,2,,,,,,www_pealinn_ee.ela_132426.txt www_vsport_ee.ela_120496.txt
,keerukus,2,2,2,2,,,,,,,www_pealinn_ee.ela_132426.txt www_vsport_ee.ela_120496.txt
,subjektiivsus,1,,,,,,,,,,www_vsport_ee.ela_120496.txt
,spontaansus,,,,,,,,,,,
,impersonaalsus,2,3,3,2,2,3,3,2,3,,unitedkiters_ee.ela_78733.txt www_pealinn_ee.ela_132426.txt
,argumentatiivsus,2,3,2,3,1,,,,,,unitedkiters_ee.ela_78733.txt www_pealinn_ee.ela_132426.txt
www_naisteleht_ee.ela_355886.txt,abstraktsus,2,2,2,1,2,2,1,2,2,,www_sirp_ee.ela_651305.txt www_porterracing_ee.ela_609577.txt
,infotihedus,,,,,,,,,,,
,aja olulisus,1,2,,,,,,,,,www_porterracing_ee.ela_609577.txt
,afektiivsus,3,3,2,3,3,2,1,3,3,2,www_sirp_ee.ela_651305.txt forte_delfi_ee.ela_88079.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,2,2,1,2,1,,,,,,www_sirp_ee.ela_651305.txt forte_delfi_ee.ela_88079.txt
,instrueerivus,2,2,2,2,2,2,,,,,www_porterracing_ee.ela_609577.txt www_delfi_ee.ela_361703.txt
,keerukus,2,,,,,,,,,,www_delfi_ee.ela_361703.txt
,subjektiivsus,2,,,,,,,,,,www_porterracing_ee.ela_609577.txt
,spontaansus,2,2,,,,,,,,,forte_delfi_ee.ela_88079.txt
,impersonaalsus,,,,,,,,,,,
,argumentatiivsus,2,,,,,,,,,,forte_delfi_ee.ela_88079.txt
www_sirp_ee.ela_651305.txt,abstraktsus,1,1,,,,,,,,,www_helen_ee.ela_520035.txt
,infotihedus,1,2,3,2,2,2,3,,,,www_naisteleht_ee.ela_355886.txt www_helen_ee.ela_520035.txt
,aja olulisus,1,2,1,2,2,2,,,,,www_naisteleht_ee.ela_355886.txt www_helen_ee.ela_520035.txt
,afektiivsus,1,1,,,,,,,,,no_spam_ee.ela_2227.txt
,formaalsus,1,1,1,,,,,,,,www_naisteleht_ee.ela_355886.txt
,interaktiivsus,1,,,,,,,,,,no_spam_ee.ela_2227.txt
,instrueerivus,2,,,,,,,,,,www_easl_ee.ela_201171.txt
,keerukus,1,1,1,,,,,,,,www_helen_ee.ela_520035.txt www_easl_ee.ela_201171.txt
,subjektiivsus,2,1,,,,,,,,,www_easl_ee.ela_201171.txt
,spontaansus,1,,,,,,,,,,no_spam_ee.ela_2227.txt
,impersonaalsus,2,2,2,2,1,1,,,,,no_spam_ee.ela_2227.txt www_easl_ee.ela_201171.txt
,argumentatiivsus,3,,,,,,,,,,www_easl_ee.ela_201171.txt
www_alphagis_ee.ela_403490.txt,abstraktsus,3,1,3,,,,,,,,www_meiekirik_ee.ela_286284.txt forte_delfi_ee.ela_222312.txt
,infotihedus,3,3,3,3,2,3,2,3,3,,www_meiekirik_ee.ela_286284.txt forte_delfi_ee.ela_222312.txt
,aja olulisus,,,,,,,,,,,
,afektiivsus,,,,,,,,,,,
,formaalsus,2,3,3,1,1,2,2,2,,,www_aialeht_ee.ela_457123.txt forte_delfi_ee.ela_222312.txt
,interaktiivsus,2,,,,,,,,,,forte_delfi_ee.ela_222312.txt
,instrueerivus,1,2,3,,,,,,,,www_meiekirik_ee.ela_286284.txt
,keerukus,3,3,3,3,3,3,3,2,2,2,nami-nami_ee.ela_372868.txt www_meiekirik_ee.ela_286284.txt
,subjektiivsus,1,,,,,,,,,,www_meiekirik_ee.ela_286284.txt
,spontaansus,,,,,,,,,,,
,impersonaalsus,3,3,3,3,3,3,1,,,,nami-nami_ee.ela_372868.txt www_aialeht_ee.ela_457123.txt
,argumentatiivsus,2,2,3,1,1,1,3,,,,nami-nami_ee.ela_372868.txt www_aialeht_ee.ela_457123.txt
forte_delfi_ee.ela_222312.txt,abstraktsus,,,,,,,,,,,
,infotihedus,2,3,,,,,,,,,www_alphagis_ee.ela_403490.txt www_eestigiid_ee.ela_530847.txt
,aja olulisus,3,1,2,1,1,2,2,2,3,,www_alphagis_ee.ela_403490.txt www_eestigiid_ee.ela_530847.txt
,afektiivsus,1,1,1,2,1,1,,,,,www_alphagis_ee.ela_403490.txt arvamus_postimees_ee.ela_5946.txt
,formaalsus,1,2,2,1,,,,,,,www_alphagis_ee.ela_403490.txt arvamus_postimees_ee.ela_5946.txt
,interaktiivsus,2,1,1,,,,,,,,www_alphagis_ee.ela_403490.txt arvamus_postimees_ee.ela_5946.txt
,instrueerivus,1,1,2,2,,,,,,,www_eestigiid_ee.ela_530847.txt www_eestisport_ee.ela_196071.txt
,keerukus,2,2,,,,,,,,,www_eestisport_ee.ela_196071.txt
,subjektiivsus,1,1,2,,,,,,,,www_eestigiid_ee.ela_530847.txt www_eestisport_ee.ela_196071.txt
,spontaansus,1,,,,,,,,,,arvamus_postimees_ee.ela_5946.txt
,impersonaalsus,2,2,1,3,,,,,,,arvamus_postimees_ee.ela_5946.txt
,argumentatiivsus,2,3,2,2,3,1,2,2,2,3,arvamus_postimees_ee.ela_5946.txt www_eestisport_ee.ela_196071.txt
uuseesti_ee.ela_112397.txt,abstraktsus,1,1,1,2,,,,,,,www_admiralmarkets_ee.ela_333517.txt www_maaleht_ee.ela_246360.txt
,infotihedus,2,2,2,1,3,,,,,,www_admiralmarkets_ee.ela_333517.txt www_maaleht_ee.ela_246360.txt
,aja olulisus,1,2,1,1,,,,,,,www_admiralmarkets_ee.ela_333517.txt www_maaleht_ee.ela_246360.txt
,afektiivsus,1,,,,,,,,,,www_admiralmarkets_ee.ela_333517.txt
,formaalsus,2,2,2,3,3,3,2,2,,,www_admiralmarkets_ee.ela_333517.txt www_lapsemure_ee.ela_140896.txt
,interaktiivsus,1,1,1,,,,,,,,www_admiralmarkets_ee.ela_333517.txt www_lapsemure_ee.ela_140896.txt
,instrueerivus,1,2,,,,,,,,,www_maaleht_ee.ela_246360.txt www_admiralmarkets_ee.ela_456804.txt
,keerukus,2,1,2,2,1,2,,,,,www_maaleht_ee.ela_246360.txt www_admiralmarkets_ee.ela_456804.txt
,subjektiivsus,1,,,,,,,,,,www_admiralmarkets_ee.ela_456804.txt
,spontaansus,,,,,,,,,,,
,impersonaalsus,2,3,3,2,3,1,1,2,,,www_lapsemure_ee.ela_140896.txt www_admiralmarkets_ee.ela_456804.txt
,argumentatiivsus,2,,,,,,,,,,www_lapsemure_ee.ela_140896.txt
www_admiralmarkets_ee.ela_333517.txt,abstraktsus,3,1,2,,,,,,,,uuseesti_ee.ela_112397.txt reform_ee.ela_24983.txt
,infotihedus,2,2,3,2,2,2,2,2,3,,uuseesti_ee.ela_112397.txt reform_ee.ela_24983.txt
,aja olulisus,3,2,2,2,1,1,2,3,,,uuseesti_ee.ela_112397.txt reform_ee.ela_24983.txt
,afektiivsus,1,,,,,,,,,,uuseesti_ee.ela_112397.txt
,formaalsus,2,2,2,1,2,,,,,,www_vm_ee.ela_81604.txt uuseesti_ee.ela_112397.txt
,interaktiivsus,,,,,,,,,,,
,instrueerivus,2,,,,,,,,,,www_epl_ee.ela_495381.txt
,keerukus,1,2,1,2,,,,,,,reform_ee.ela_24983.txt
,subjektiivsus,,,,,,,,,,,
,spontaansus,,,,,,,,,,,
,impersonaalsus,2,3,3,3,3,2,3,,,,www_vm_ee.ela_81604.txt www_epl_ee.ela_495381.txt
,argumentatiivsus,,,,,,,,,,,
www_easl_ee.ela_201171.txt,abstraktsus,2,,,,,,,,,,www_tooelu_ee.ela_624263.txt
,infotihedus,2,3,3,1,2,1,2,3,,,www_vorumaateataja_ee.ela_241120.txt www_tooelu_ee.ela_624263.txt
,aja olulisus,2,1,1,,,,,,,,www_tooelu_ee.ela_624263.txt
,afektiivsus,1,,,,,,,,,,www_lillelapsed_ee.ela_607751.txt
,formaalsus,1,1,2,1,1,2,,,,,www_vorumaateataja_ee.ela_241120.txt www_lillelapsed_ee.ela_607751.txt
,interaktiivsus,1,,,,,,,,,,www_lillelapsed_ee.ela_607751.txt
,instrueerivus,,,,,,,,,,,
,keerukus,1,1,1,,,,,,,,www_sirp_ee.ela_651305.txt www_tooelu_ee.ela_624263.txt
,subjektiivsus,,,,,,,,,,,
,spontaansus,1,,,,,,,,,,www_sirp_ee.ela_651305.txt
,impersonaalsus,2,2,3,,,,,,,,www_sirp_ee.ela_651305.txt www_lillelapsed_ee.ela_607751.txt
,argumentatiivsus,,,,,,,,,,,
www_vorumaateataja_ee.ela_241120.txt,abstraktsus,1,1,1,,,,,,,,www_xn--eestimngula-q8a_ee.ela_40079.txt www_easl_ee.ela_201171.txt
,infotihedus,1,2,,,,,,,,,www_xn--eestimngula-q8a_ee.ela_40079.txt www_easl_ee.ela_201171.txt
,aja olulisus,1,3,2,3,2,2,3,1,2,2,www_xn--eestimngula-q8a_ee.ela_40079.txt www_easl_ee.ela_201171.txt
,afektiivsus,2,2,2,3,2,,,,,,www_easl_ee.ela_201171.txt
,formaalsus,1,,,,,,,,,,www_syndikaat_ee.ela_469373.txt
,interaktiivsus,1,3,3,2,2,3,1,1,1,,www_syndikaat_ee.ela_469373.txt www_easl_ee.ela_201171.txt
,instrueerivus,2,,,,,,,,,,kalah_zzz_ee.ela_73709.txt
,keerukus,1,,,,,,,,,,www_xn--eestimngula-q8a_ee.ela_40079.txt
,subjektiivsus,2,1,1,2,1,,,,,,www_xn--eestimngula-q8a_ee.ela_40079.txt
,spontaansus,,,,,,,,,,,
,impersonaalsus,2,2,2,2,1,,,,,,www_syndikaat_ee.ela_469373.txt kalah_zzz_ee.ela_73709.txt
,argumentatiivsus,1,1,1,1,,,,,,,www_syndikaat_ee.ela_469373.txt
www_hambaarst_ee.ela_423040.txt,abstraktsus,2,1,2,2,2,,,,,,uudised_err_ee.ela_541051.txt www_eestigiid_ee.ela_530847.txt
,infotihedus,3,3,3,3,3,2,,,,,uudised_err_ee.ela_541051.txt www_eestigiid_ee.ela_530847.txt
,aja olulisus,3,1,2,2,1,2,2,3,1,,uudised_err_ee.ela_541051.txt www_eestigiid_ee.ela_530847.txt
,afektiivsus,,,,,,,,,,,
,formaalsus,2,3,3,3,3,3,3,3,3,3,www_bsd_ee.ela_638246.txt www_eestigiid_ee.ela_530847.txt
,interaktiivsus,,,,,,,,,,,
,instrueerivus,1,2,2,2,2,2,3,3,1,,uudised_err_ee.ela_541051.txt www_lemmik_ee.ela_519214.txt
,keerukus,3,3,2,3,3,3,2,2,3,1,uudised_err_ee.ela_541051.txt www_lemmik_ee.ela_519214.txt
,subjektiivsus,,,,,,,,,,,
,spontaansus,,,,,,,,,,,
,impersonaalsus,3,3,3,3,3,3,3,2,3,,www_bsd_ee.ela_638246.txt www_lemmik_ee.ela_519214.txt
,argumentatiivsus,2,2,3,1,2,,,,,,www_bsd_ee.ela_638246.txt www_lemmik_ee.ela_519214.txt
www_eestigiid_ee.ela_530847.txt,abstraktsus,2,,,,,,,,,,forte_delfi_ee.ela_222312.txt
,infotihedus,3,3,2,3,3,3,3,3,,,www_hambaarst_ee.ela_423040.txt forte_delfi_ee.ela_222312.txt
,aja olulisus,,,,,,,,,,,
,afektiivsus,,,,,,,,,,,
,formaalsus,2,2,1,2,2,,,,,,www_porterracing_ee.ela_609577.txt
,interaktiivsus,1,,,,,,,,,,www_hambaarst_ee.ela_423040.txt
,instrueerivus,,,,,,,,,,,
,keerukus,1,2,1,3,1,1,2,1,,,arvamusaed_ee.ela_6007.txt forte_delfi_ee.ela_222312.txt
,subjektiivsus,,,,,,,,,,,
,spontaansus,,,,,,,,,,,
,impersonaalsus,2,3,3,3,2,3,3,3,2,3,www_porterracing_ee.ela_609577.txt arvamusaed_ee.ela_6007.txt
,argumentatiivsus,,,,,,,,,,,
www_ekspress_ee.ela_495829.txt,abstraktsus,2,1,1,2,,,,,,,www_syndikaat_ee.ela_469373.txt arvamusaed_ee.ela_274676.txt
,infotihedus,2,2,3,1,2,2,,,,,www_syndikaat_ee.ela_469373.txt arvamusaed_ee.ela_274676.txt
,aja olulisus,1,1,3,1,2,,,,,,www_syndikaat_ee.ela_469373.txt arvamusaed_ee.ela_274676.txt
,afektiivsus,3,3,3,3,3,2,3,,,,www_syndikaat_ee.ela_469373.txt kalah_zzz_ee.ela_73709.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,2,3,3,2,3,3,3,3,3,,www_syndikaat_ee.ela_469373.txt kalah_zzz_ee.ela_73709.txt
,instrueerivus,2,1,2,2,1,,,,,,www_soudeliit_ee.ela_547578.txt arvamusaed_ee.ela_274676.txt
,keerukus,1,2,2,3,3,3,2,,,,www_soudeliit_ee.ela_547578.txt arvamusaed_ee.ela_274676.txt
,subjektiivsus,3,3,3,2,3,3,3,,,,www_soudeliit_ee.ela_547578.txt arvamusaed_ee.ela_274676.txt
,spontaansus,3,2,3,3,3,3,3,3,3,3,www_soudeliit_ee.ela_547578.txt kalah_zzz_ee.ela_73709.txt
,impersonaalsus,3,,,,,,,,,,kalah_zzz_ee.ela_73709.txt
,argumentatiivsus,2,2,1,1,2,2,,,,,www_soudeliit_ee.ela_547578.txt kalah_zzz_ee.ela_73709.txt
www_syndikaat_ee.ela_469373.txt,abstraktsus,3,2,,,,,,,,,www_ekspress_ee.ela_495829.txt www_autoleht_ee.ela_469280.txt
,infotihedus,1,2,,,,,,,,,www_ekspress_ee.ela_495829.txt
,aja olulisus,1,2,2,2,1,3,2,2,2,,www_ekspress_ee.ela_495829.txt www_autoleht_ee.ela_469280.txt
,afektiivsus,3,2,1,1,3,1,,,,,www_ekspress_ee.ela_495829.txt www_vorumaateataja_ee.ela_241120.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,3,,,,,,,,,,www_ekspress_ee.ela_495829.txt
,instrueerivus,1,,,,,,,,,,www_autoleht_ee.ela_469280.txt
,keerukus,,,,,,,,,,,
,subjektiivsus,3,2,3,2,2,2,3,2,3,2,www_autoleht_ee.ela_469280.txt www_mesindus_ee.ela_33384.txt
,spontaansus,3,2,1,2,2,1,,,,,www_mesindus_ee.ela_33384.txt www_vorumaateataja_ee.ela_241120.txt
,impersonaalsus,,,,,,,,,,,
,argumentatiivsus,2,,,,,,,,,,www_mesindus_ee.ela_33384.txt
static_inimene_ee.ela_194968.txt,abstraktsus,2,2,2,1,,,,,,,www_bioneer_ee.ela_243230.txt kaja_ekstreem_ee.ela_71641.txt
,infotihedus,2,2,3,1,2,,,,,,www_bioneer_ee.ela_243230.txt kaja_ekstreem_ee.ela_71641.txt
,aja olulisus,2,2,,,,,,,,,www_bioneer_ee.ela_243230.txt kaja_ekstreem_ee.ela_71641.txt
,afektiivsus,,,,,,,,,,,
,formaalsus,1,2,2,2,2,3,,,,,www_lemmik_ee.ela_519214.txt kaja_ekstreem_ee.ela_71641.txt
,interaktiivsus,,,,,,,,,,,
,instrueerivus,1,2,1,,,,,,,,www_linnaleht_ee.ela_420357.txt www_bioneer_ee.ela_243230.txt
,keerukus,2,2,2,,,,,,,,www_linnaleht_ee.ela_420357.txt www_bioneer_ee.ela_243230.txt
,subjektiivsus,,,,,,,,,,,
,spontaansus,1,2,,,,,,,,,www_lemmik_ee.ela_519214.txt www_linnaleht_ee.ela_420357.txt
,impersonaalsus,3,2,3,2,3,3,3,3,2,3,www_lemmik_ee.ela_519214.txt www_linnaleht_ee.ela_420357.txt
,argumentatiivsus,2,3,2,2,2,1,2,,,,www_lemmik_ee.ela_519214.txt www_linnaleht_ee.ela_420357.txt
kaja_ekstreem_ee.ela_71641.txt,abstraktsus,1,1,2,,,,,,,,www_lillelapsed_ee.ela_607751.txt static_inimene_ee.ela_194968.txt
,infotihedus,2,2,2,2,3,2,,,,,www_lillelapsed_ee.ela_607751.txt static_inimene_ee.ela_194968.txt
,aja olulisus,3,3,3,2,2,3,1,2,3,,www_lillelapsed_ee.ela_607751.txt static_inimene_ee.ela_194968.txt
,afektiivsus,1,2,1,2,2,1,1,1,1,,static_inimene_ee.ela_194968.txt www_puuinfo_ee.ela_279876.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,1,1,1,1,1,,,,,,static_inimene_ee.ela_194968.txt www_puuinfo_ee.ela_279876.txt
,instrueerivus,1,,,,,,,,,,www_kasutatudraamat_ee.ela_68759.txt
,keerukus,2,2,1,1,1,,,,,,www_lillelapsed_ee.ela_607751.txt www_kasutatudraamat_ee.ela_68759.txt
,subjektiivsus,2,1,1,1,1,2,2,,,,www_lillelapsed_ee.ela_607751.txt www_kasutatudraamat_ee.ela_68759.txt
,spontaansus,1,1,1,,,,,,,,www_puuinfo_ee.ela_279876.txt
,impersonaalsus,2,1,1,3,2,,,,,,www_kasutatudraamat_ee.ela_68759.txt www_puuinfo_ee.ela_279876.txt
,argumentatiivsus,1,,,,,,,,,,www_kasutatudraamat_ee.ela_68759.txt
www_europarl_ee.ela_36110.txt,abstraktsus,2,2,2,2,2,,,,,,nami-nami_ee.ela_372868.txt et_wikipedia_org.ela_624820.txt
,infotihedus,3,,,,,,,,,,nami-nami_ee.ela_372868.txt
,aja olulisus,1,1,1,2,1,2,,,,,nami-nami_ee.ela_372868.txt et_wikipedia_org.ela_624820.txt
,afektiivsus,1,1,1,2,,,,,,,et_wikipedia_org.ela_624820.txt
,formaalsus,2,2,1,3,3,2,3,2,,,et_wikipedia_org.ela_624820.txt www_pealinn_ee.ela_132426.txt
,interaktiivsus,1,1,2,,,,,,,,et_wikipedia_org.ela_624820.txt www_pealinn_ee.ela_132426.txt
,instrueerivus,1,,,,,,,,,,no_spam_ee.ela_2227.txt
,keerukus,2,1,2,1,1,2,,,,,nami-nami_ee.ela_372868.txt no_spam_ee.ela_2227.txt
,subjektiivsus,1,1,1,,,,,,,,nami-nami_ee.ela_372868.txt no_spam_ee.ela_2227.txt
,spontaansus,1,,,,,,,,,,www_pealinn_ee.ela_132426.txt
,impersonaalsus,2,3,,,,,,,,,www_pealinn_ee.ela_132426.txt no_spam_ee.ela_2227.txt
